----------------------------------------------------------
-- This is the Insert Script for the Parking_Type Table --
----------------------------------------------------------
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT001', 'No Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT002', 'Street Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT003', 'Garage Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT004', 'Parking Lot');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT005', 'Parking Ramp');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT006', 'Metered Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT007', 'Valet Parking');
insert into PARKING_TYPE (PARKING_TYPE_ID, TYPE) values ('PT008', 'Fringe Parking');

-----------------------------------------------------------
-- This is the Insert Script for the Private_Owner Table --
-----------------------------------------------------------
insert into PRIVATE_OWNER (OWNER_NO, FNAME, LNAME, STREET, CITY, STATE, POST_CODE, TELNO) values ('1', 'Alanah', 'Hamlington', '2 Loeprich Road', 'Savannah', 'GA', '31405', '9123375945');
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (99, '376 Bartelt Hill', 'Mashan', 15339, 'House', 1, 1325576, 1922, 35, 61, 'Home', 'PT004', 1981, 1290, 3, 'N', 'N', 2, 117, 14);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (100, '7720 Waywood Street', 'Wanquan', 56714, 'Store', 5, 814908, 852, 44, 51, 'Home', 'PT005', 1912, 2771, 3, 'Y', 'Y', 2, 130, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (101, '3968 Carioca Drive', 'Mlalo', 27053, 'House', 5, 1358274, 3152, 59, 169, 'Home', 'PT006', 1955, 7279, 3, 'Y', 'Y', 2, 159, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (102, '78060 Westerfield Park', 'Kota Kinabalu', 38477, 'Store', 1, 1722713, 3054, 71, 229, 'Store', 'PT001', 1952, 4007, 2, 'Y', 'Y', 1, 342, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (103, '483 Prentice Crossing', 'Amizmiz', 96595, 'Condo', 3, 1438082, 1566, 41, 192, 'Office', 'PT007', 1984, 6770, 3, 'Y', 'Y', 3, 65, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (104, '2 4th Court', 'Tafo', 21870, 'Store', 3, 2360120, 3834, 70, 233, 'Home', 'PT002', 1961, 297, 1, 'Y', 'N', 4, 111, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (105, '7 Reindahl Parkway', 'Jiaocun', 33333, 'House', 1, 1468497, 2269, 16, 25, 'Home', 'PT007', 1972, 6590, 1, 'N', 'N', 4, 334, 5);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (107, '70140 Bonner Center', 'Kruševac', 10145, 'Apt', 2, 1058712, 2520, 1, 15, 'Home', 'PT001', 1911, 6406, 2, 'Y', 'N', 1, 219, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (108, '6353 Pleasure Pass', 'Staraya Ladoga', 80965, 'Store', 5, 1283537, 1100, 10, 168, 'Home', 'PT006', 1984, 2264, 3, 'N', 'N', 4, 130, 2);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (109, '53 Mallory Crossing', 'San José', 15462, 'Store', 2, 1158980, 2325, 19, 209, 'Home', 'PT003', 1912, 6351, 1, 'N', 'N', 4, 67, 14);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (110, '7916 Washington Circle', 'Heilangkou', 15854, 'Condo', 2, 1890787, 4240, 57, 251, 'Home', 'PT006', 1926, 4095, 2, 'Y', 'N', 3, 337, 12);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (111, '56886 Prentice Circle', 'Kaduna', 62671, 'House', 1, 1978857, 3600, 72, 32, 'Office', 'PT003', 1901, 945, 5, 'N', 'Y', 5, 129, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (112, '59 Calypso Alley', 'Trenton', 23221, 'House', 5, 2104513, 1056, 59, 153, 'Office', 'PT008', 1913, 3699, 5, 'N', 'N', 1, 241, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (115, '08 Corben Road', 'Niba', 80645, 'Condo', 5, 164917, 4476, 10, 68, 'Store', 'PT001', 1978, 6534, 0, 'N', 'N', 2, 40, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (116, '424 Merry Center', 'Klishkivtsi', 48040, 'Store', 1, 2175331, 4224, 41, 222, 'Office', 'PT006', 1949, 5387, 5, 'Y', 'N', 1, 210, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (119, '773 Arapahoe Court', 'Stockholm', 52328, 'Condo', 1, 1127351, 4413, 72, 133, 'Home', 'PT001', 1910, 5722, 5, 'N', 'Y', 2, 189, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (120, '327 Service Place', 'Ðoan Hùng', 82939, 'Condo', 3, 207580, 3488, 53, 223, 'Home', 'PT002', 1961, 3706, 1, 'Y', 'Y', 3, 281, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (121, '28 Nancy Parkway', 'Karabas', 49707, 'Store', 0, 1515675, 1493, 43, 73, 'Home', 'PT001', 1914, 2833, 1, 'N', 'N', 1, 129, 15);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (122, '8 Grayhawk Circle', 'Keyinhe', 59392, 'Store', 0, 1859146, 2582, 20, 64, 'Office', 'PT005', 2009, 3754, 2, 'Y', 'N', 2, 180, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (123, '8488 Haas Junction', 'Polo', 67423, 'Apt', 5, 1984710, 726, 41, 197, 'Home', 'PT006', 1954, 5885, 5, 'N', 'Y', 4, 84, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (124, '59559 Kedzie Circle', 'Belverde', 79469, 'Apt', 2, 1324133, 2549, 17, 141, 'Home', 'PT007', 1967, 816, 2, 'Y', 'N', 1, 60, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (126, '7 Mayfield Center', 'Ngulahan', 61427, 'Store', 1, 1738372, 2196, 38, 221, 'Office', 'PT001', 1916, 1664, 1, 'Y', 'Y', 1, 315, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (127, '0 Meadow Valley Trail', 'Sedayulawas', 48690, 'Store', 5, 1277911, 659, 45, 230, 'Home', 'PT005', 1927, 3618, 5, 'N', 'Y', 4, 190, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (128, '6355 Village Avenue', 'Ccatca', 31510, 'Condo', 5, 379503, 2813, 28, 18, 'Home', 'PT001', 1971, 3942, 0, 'N', 'Y', 1, 320, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (130, '6 Grasskamp Court', 'Owerri', 50608, 'Apt', 4, 1136054, 744, 43, 115, 'Home', 'PT004', 1949, 3304, 2, 'N', 'N', 1, 295, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (131, '10 Tennyson Court', 'Ampara', 52572, 'Store', 3, 2481867, 518, 68, 5, 'Home', 'PT002', 1938, 2142, 2, 'Y', 'N', 1, 341, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (132, '32205 Elmside Park', 'Oxelösund', 46701, 'Condo', 1, 972294, 2168, 61, 195, 'Home', 'PT008', 1979, 688, 4, 'Y', 'N', 1, 138, 14);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (133, '889 Cardinal Avenue', 'Kinsale', 49605, 'Condo', 2, 789918, 3782, 44, 125, 'Home', 'PT007', 2008, 3169, 2, 'Y', 'N', 2, 198, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (134, '01162 Charing Cross Plaza', 'Longuita', 48230, 'Condo', 5, 2080570, 4948, 4, 20, 'Home', 'PT006', 1906, 6387, 3, 'N', 'N', 2, 342, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (135, '17 Warbler Place', 'Kiten', 76126, 'Store', 5, 246481, 3094, 47, 4, 'Home', 'PT006', 1940, 2265, 5, 'Y', 'N', 5, 208, 6);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (136, '208 Clyde Gallagher Court', 'Ligatne', 97758, 'Store', 3, 626085, 4960, 53, 36, 'Home', 'PT003', 1929, 5811, 4, 'Y', 'N', 1, 307, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (138, '13 Reindahl Court', 'Baie-Comeau', 59554, 'Condo', 3, 459530, 3852, 11, 4, 'Store', 'PT006', 1928, 2978, 1, 'Y', 'Y', 3, 122, 2);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (139, '739 Waywood Place', 'Frashër', 12573, 'House', 2, 778461, 4701, 15, 176, 'Home', 'PT004', 1985, 2969, 4, 'Y', 'N', 4, 314, 7);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (140, '1311 Continental Lane', 'Kimméria', 90340, 'Condo', 1, 1502109, 3520, 15, 156, 'Office', 'PT001', 1922, 5325, 2, 'Y', 'Y', 2, 20, 1);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (141, '655 Di Loreto Circle', 'Shaba', 36456, 'Condo', 1, 479303, 322, 6, 135, 'Office', 'PT002', 1967, 1069, 4, 'Y', 'N', 3, 17, 8);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (142, '24739 Lunder Point', 'Hewan', 36883, 'Condo', 3, 2040994, 1716, 53, 172, 'Home', 'PT006', 1961, 2138, 1, 'Y', 'Y', 4, 267, 4);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (143, '78957 Hermina Point', 'Tiran', 54135, 'House', 0, 2003268, 3361, 46, 68, 'Home', 'PT007', 1963, 1725, 1, 'Y', 'Y', 2, 22, 3);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (144, '36 Fuller Avenue', 'Cluain Meala', 34125, 'House', 4, 832266, 3861, 29, 191, 'Office', 'PT006', 1964, 5452, 2, 'N', 'Y', 5, 69, 11);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (145, '61520 Shasta Park', 'Siilinjärvi', 84442, 'Condo', 1, 1775602, 2168, 50, 38, 'Home', 'PT002', 1960, 1928, 0, 'Y', 'Y', 3, 268, 10);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (146, '354 Evergreen Avenue', 'La Gloria', 75482, 'House', 3, 1999225, 1890, 15, 260, 'Home', 'PT004', 1962, 1420, 5, 'N', 'N', 3, 92, 9);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (147, '16 Grasskamp Drive', 'Ikedacho', 10597, 'Condo', 0, 2183000, 4462, 51, 16, 'Office', 'PT001', 1937, 706, 2, 'Y', 'Y', 3, 150, 13);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (148, '14783 Mandrake Plaza', 'Sendangkemulian', 22625, 'House', 4, 1897340, 1850, 42, 23, 'Home', 'PT006', 1949, 3655, 2, 'N', 'Y', 2, 324, 14);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (149, '374 Summit Place', 'Golacir', 18077, 'Apt', 0, 761927, 1629, 68, 205, 'Home', 'PT002', 1984, 5344, 2, 'Y', 'N', 3, 268, 15);
insert into PROPERTY (PROPERTY_NO, STREET, CITY, POST_CODE, PROP_TYPE, ROOMS, ASKING_PRICE, RENTAL_PRICE, STAFFNO, OWNER_NO, COMMERCIAL_TYPE, PARKING_TYPE_ID, PROP_YEAR, PROP_SIZE, BATHROOM_COUNT, PETS_ALLOWED, UTILITIES_INCLUDED, NUM_FLOORS, YARD, BRANCHNO) values (150, '3 Buena Vista Lane', 'Sombor', 63742, 'House', 5, 2434411, 4133, 12, 33, 'Home', 'PT008', 2009, 3363, 4, 'Y', 'N', 2, 118, 6);

